sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim	sample1_study	sample1_area	sample1_hhid	sample1_tr	sample1_gps_lat	sample1_gps_lon	sample1_location	sample2_study	sample2_area	sample2_hhid	sample2_tr	sample2_gps_lat	sample2_gps_lon	sample2_location	distance	HH_type	tr	area	location	species	genus	coverage_mean	callablePct_mean	confirmedPct_mean	snpPct_mean	multiPct_mean	lowmqPct_mean	highPct_mean	combined_rf_call
ESO1361010120S1K	stools_12117101	na	NZ_CP072258.1	5485670	775392	14.1349	770524	99.3722	763319	99.0649	4868	0.6278	768117	99.0618	13169	1.6984	5894	44.7566	1142	8.6719	7520	57.1038	4353	33.0549	551483	61.6697	429206	58.6655	0.9021	WASHB	rural	3610101	Control	NA	NA	82	Nairobi	urban	12117	Control	NA	NA	Ngandu	294766.133144414	Between	Control	NA	Different_loc	Bact_caccae	Bact	2.0045	37.8815	99.316	0.6835	0.29	3.8335	6.013	0
ESO1361010120S1K	stools_12117150	na	NZ_AP019724.1	4734883	2469274	52.1507	2439991	98.8141	2428216	99.5174	29283	1.1859	2457406	99.5194	45788	1.8543	33920	74.0805	7401	16.1636	12477	27.2495	20484	44.7366	421834	44.4435	372551	54.3786	0.9028	WASHB	rural	3610101	Control	NA	NA	82	Nairobi	urban	12117	Control	NA	NA	Ngandu	294766.133144414	Between	Control	NA	Different_loc	Bact_uniformis	Bact	6.475	68.248	99.4215	0.579	0.6185	1.7285	3.3425	0
EST1212206201S1K	stools_11007150	na	NZ_CP072236.1	4905795	3275108	66.76	3228229	98.5686	3201796	99.1812	46879	1.4314	3248363	99.1834	82693	2.5249	55948	67.6575	10442	12.6274	28254	34.1673	30745	37.1797	866523	58.8702	573521	88.8156	0.8746	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11007	Water	NA	NA	Gatwekera	309497.541334404	Between		NA	Different_loc	Bact_uniformis	Bact	10.6015	74.482	99.045	0.955	0.713	3.686	2.8115	0
EST1212206201S1K	stools_11008501	na	NZ_CP072236.1	4905795	3263105	66.5153	3232581	99.0646	3196949	98.8977	30524	0.9354	3227230	98.9006	77899	2.3873	42024	53.9468	12909	16.5715	30683	39.3882	26540	34.0698	866523	35.0029	317620	87.1085	0.8474	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11008	Water	NA	NA	Gatwekera	309523.545595486	Between		NA	Different_loc	Bact_uniformis	Bact	9.7705	74.631	98.9475	1.053	0.4895	2.5705	3.262	0
EST1212206201S1K	stools_11009150	na	NZ_CP072236.1	4905795	1780957	36.3031	1774262	99.6241	1750169	98.6421	6695	0.3759	1756779	98.6424	36621	2.0563	12443	33.9778	6111	16.6871	21231	57.9749	8715	23.7978	866523	48.5597	441601	89.6096	0.8655	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11009	Water	NA	NA	Gatwekera	309471.355145541	Between		NA	Different_loc	Bact_uniformis	Bact	4.135	56.583	98.95	1.0495	0.1995	2.894	2.2945	0
EST1212206201S1K	stools_11016150	na	NZ_CP072236.1	4905795	1760945	35.8952	1755219	99.6748	1730509	98.5922	5726	0.3252	1736152	98.5921	37787	2.1458	12994	34.3875	7665	20.2848	19872	52.5895	9960	26.3583	866523	66.8517	710104	87.6494	0.8751	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11016	Water	NA	NA	Gatwekera	309428.144822124	Between		NA	Different_loc	Bact_uniformis	Bact	4.128	56.38	98.8515	1.148	0.174	2.1935	2.5945	0
EST1212206201S1K	stools_11021150	na	NZ_CP072236.1	4905795	3201735	65.2643	3190219	99.6403	3144955	98.5812	11516	0.3597	3156335	98.582	70923	2.2151	25523	35.9869	14776	20.8339	35513	50.0726	20148	28.4083	866523	66.1636	683010	83.7641	0.8828	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11021	Water	NA	NA	Gatwekera	309355.686768984	Between		NA	Different_loc	Bact_uniformis	Bact	11.5175	73.6715	98.818	1.1815	0.2185	2.51	2.1795	0
EST1212206201S1K	stools_11024101	na	NZ_CP072236.1	4905795	2634526	53.7023	2627123	99.719	2590312	98.5988	7403	0.281	2597626	98.5994	52286	1.9846	15386	29.4266	8331	15.9335	33715	64.4819	10032	19.1868	866523	60.9975	739560	81.9659	0.8652	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11024	Water	NA	NA	Gatwekera	309340.162926692	Between		NA	Different_loc	Bact_uniformis	Bact	5.235	67.0505	98.989	1.011	0.1535	2.968	2.056	0
EST1212206201S1K	stools_11025102	na	NZ_CP072236.1	4905795	3115672	63.51	3085553	99.0333	3056511	99.0588	30119	0.9667	3086417	99.061	72078	2.3134	42823	59.412	13505	18.7366	26819	37.2083	23475	32.5689	866523	63.6103	612537	95.7826	0.8866	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11025	Water	NA	NA	Gatwekera	309265.340560775	Between		NA	Different_loc	Bact_uniformis	Bact	6.491	71.333	98.9315	1.0695	0.489	3.725	2.6365	0
EST1212206201S1K	stools_11026101	na	NZ_CP072236.1	4905795	1618896	32.9997	1610896	99.5058	1592075	98.8316	8000	0.4942	1599981	98.8316	34309	2.1193	15394	44.8687	7855	22.8949	16121	46.9877	9094	26.5062	866523	51.4342	447913	97.0483	0.8703	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11026	Water	NA	NA	Gatwekera	309276.084793577	Between		NA	Different_loc	Bact_uniformis	Bact	4.0475	54.2895	98.874	1.126	0.249	2.123	2.706	0
EST1212206201S1K	stools_11027501	na	NZ_CP072236.1	4905795	3249168	66.2312	3214511	98.9334	3182414	99.0015	34657	1.0666	3216830	99.0047	76292	2.348	43954	57.6129	10348	13.5637	31240	40.9479	25913	33.9656	866523	56.9566	522162	98.871	0.8863	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11027	Water	NA	NA	Gatwekera	309315.565613439	Between		NA	Different_loc	Bact_uniformis	Bact	7.845	74.4605	99.022	0.9785	0.5405	2.725	2.516	0
EST1212206201S1K	stools_11037101	na	NZ_CP072236.1	4905795	3046307	62.0961	3037256	99.7029	2997236	98.6824	9051	0.2971	3006130	98.6811	70179	2.3037	30002	42.7507	21404	30.4992	26195	37.326	22134	31.5393	866523	76.3194	780062	87.4354	0.8868	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11037	Water	NA	NA	Gatwekera	309202.856938854	Between		NA	Different_loc	Bact_uniformis	Bact	23.2555	70.5175	98.552	1.4465	0.188	3.4285	4.578	0
EST1212206201S1K	stools_11038150	na	NZ_CP072236.1	4905795	2728392	55.6157	2707894	99.2487	2678735	98.9232	20498	0.7513	2699084	98.9258	60633	2.2223	31325	51.6633	11627	19.176	25353	41.8139	18921	31.2058	866523	63.1515	637182	88.5066	0.8682	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11038	Water	NA	NA	Gatwekera	309216.496103934	Between		NA	Different_loc	Bact_uniformis	Bact	5.4025	67.4175	98.917	1.0835	0.3955	2.379	3.041	0
EST1212206201S1K	stools_11042150	na	NZ_CP072236.1	4905795	3128814	63.7779	3114059	99.5284	3071163	98.6225	14755	0.4716	3085774	98.6244	70934	2.2671	27894	39.3239	13980	19.7085	34277	48.3224	22179	31.2671	866523	68.5296	594697	85.9715	0.8756	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11042	Water	NA	NA	Gatwekera	309147.536745102	Between		NA	Different_loc	Bact_uniformis	Bact	6.965	72.383	98.8615	1.1385	0.2665	2.804	4.701	0
EST1212206201S1K	stools_11042501	na	NZ_CP092641.1	6280921	3893310	61.9863	3865235	99.2789	3826482	98.9974	28075	0.7211	3854291	98.9978	68323	1.7549	29304	42.8904	2387	3.4937	56014	81.9841	9449	13.8299	407104	50.5266	293236	65.6645	0.9452	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11042	Water	NA	NA	Gatwekera	309147.536745102	Between		NA	Different_loc	Bact_thetaiotaomicron	Bact	8.4655	77.03	99.433	0.5675	0.3765	2.1975	2.34	0
EST1212206201S1K	stools_11045150	na	NZ_CP072236.1	4905795	1069901	21.8089	1065974	99.633	1050697	98.5669	3927	0.367	1054550	98.5652	23925	2.2362	8574	35.837	4870	20.3553	12169	50.8631	6560	27.419	866523	55.0322	564583	91.5943	0.8663	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11045	Water	NA	NA	Gatwekera	309146.762478196	Between		NA	Different_loc	Bact_uniformis	Bact	3.7425	48.4055	98.79	1.2095	0.18	1.8195	1.9595	0
EST1212206201S1K	stools_11051101	na	NZ_CP072236.1	4905795	1436490	29.2815	1432307	99.7088	1412175	98.5944	4183	0.2912	1416288	98.5937	29874	2.0797	9672	32.376	5672	18.9864	16750	56.0688	7272	24.3422	866523	51.6191	561101	85.4942	0.8614	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11051	Water	NA	NA	Kibera	309261.301433683	Between		NA	Different_loc	Bact_uniformis	Bact	4.016	53.1455	98.856	1.1435	0.1525	3.201	2.2695	0
EST1212206201S1K	stools_11054101	na	NZ_CP072236.1	4905795	3188439	64.9933	3169616	99.4096	3124800	98.5861	18823	0.5904	3143413	98.5878	75043	2.3536	30017	39.9997	13092	17.446	36197	48.235	25181	33.5554	866523	63.0286	665348	87.1756	0.8828	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11054	Water	NA	NA	Kibera	309437.129477533	Between		NA	Different_loc	Bact_uniformis	Bact	13.26	73.118	98.911	1.089	0.3295	3.749	3.673	0
EST1212206201S1K	stools_11104501	na	NZ_CP092641.1	6280921	2870219	45.6974	2849219	99.2683	2818562	98.924	21000	0.7317	2839336	98.924	52778	1.8388	21895	41.4851	2081	3.9429	41125	77.9207	9064	17.1738	407104	46.3515	315778	78.6518	0.9367	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11104	Water	NA	NA	Kibera	309585.318135715	Between		NA	Different_loc	Bact_thetaiotaomicron	Bact	3.4175	64.2825	99.3885	0.6115	0.367	2.2085	2.8225	0
EST1212206201S1K	stools_11106101	na	NZ_CP092641.1	6280921	3624484	57.7063	3598542	99.2843	3555967	98.8169	25942	0.7157	3581644	98.818	86125	2.3762	43285	50.2583	18714	21.7289	34576	40.1463	31029	36.0279	407104	76.1206	693913	48.5778	0.9044	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11106	Water	NA	NA	Kibera	309434.083887733	Between		NA	Different_loc	Bact_thetaiotaomicron	Bact	6.406	71.508	98.846	1.154	0.369	1.7365	2.105	0
EST1212206201S1K	stools_11106101	na	NZ_CP072236.1	4905795	3207697	65.3859	3165174	98.6743	3138280	99.1503	42523	1.3257	3180548	99.1536	80975	2.5244	53826	66.4724	12487	15.4208	25859	31.9345	31280	38.6292	866523	55.0631	520608	91.4093	0.864	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	11106	Water	NA	NA	Kibera	309434.083887733	Between		NA	Different_loc	Bact_uniformis	Bact	8.8415	73.7005	98.985	1.016	0.661	3.159	3.956	0
EST1212206201S1K	stools_12058101	na	NZ_CP092641.1	6280921	3619280	57.6234	3589190	99.1686	3550141	98.912	30090	0.8314	3579923	98.9126	84567	2.3366	45210	53.4606	16161	19.1103	32315	38.2123	32364	38.2702	407104	55.7172	337037	55.3711	0.9324	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12058	Control	NA	NA	Ngandu	304709.970932495	Between	Control	NA	Different_loc	Bact_thetaiotaomicron	Bact	18.371	72.5725	98.911	1.09	0.4615	2.497	3.75	0
EST1212206201S1K	stools_12058501	na	NZ_CP072236.1	4905795	3201086	65.2511	3162003	98.7791	3133772	99.1072	39083	1.2209	3172596	99.11	78354	2.4477	49864	63.6394	11466	14.6336	28027	35.7697	28497	36.3696	866523	57.5145	593882	92.4148	0.8824	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12058	Control	NA	NA	Ngandu	304709.970932495	Between	Control	NA	Different_loc	Bact_uniformis	Bact	7.827	73.264	98.999	1.002	0.6045	3.613	2.3995	0
EST1212206201S1K	stools_12060150	na	NZ_CP072236.1	4905795	3160890	64.4318	3145345	99.5082	3103029	98.6546	15545	0.4918	3118391	98.6555	73098	2.3126	30599	41.8602	15735	21.5259	33702	46.1052	23327	31.912	866523	81.7277	943731	85.4757	0.8912	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12060	Control	NA	NA	Ngandu	304625.913228479	Between	Control	NA	Different_loc	Bact_uniformis	Bact	9.387	70.8135	98.7945	1.205	0.2665	2.9445	2.8925	0
EST1212206201S1K	stools_12062101	na	NZ_CP092641.1	6280921	2406963	38.3218	2386711	99.1586	2359304	98.8517	20252	0.8414	2379354	98.853	58733	2.4401	31124	52.9924	11718	19.9513	23682	40.3215	21173	36.0496	407104	65.778	540848	52.5035	0.9213	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12062	Control	NA	NA	Ngandu	304636.390051041	Between	Control	NA	Different_loc	Bact_thetaiotaomicron	Bact	2.85	57.962	98.875	1.126	0.4075	1.614	1.9705	0
EST1212206201S1K	stools_12064150	na	NZ_CP072236.1	4905795	3204604	65.3228	3171219	98.9582	3137265	98.9293	33385	1.0418	3170394	98.9325	76831	2.3975	42621	55.4737	10089	13.1314	32037	41.698	26204	34.106	866523	46.0146	387052	92.3571	0.871	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12064	Control	NA	NA	Ngandu	304540.754493379	Between	Control	NA	Different_loc	Bact_uniformis	Bact	7.6775	73.91	99.0105	0.9905	0.5305	3.6155	3.829	0
EST1212206201S1K	stools_12064501	na	NZ_CP092641.1	6280921	2973716	47.3452	2952926	99.3009	2922399	98.9662	20790	0.6991	2942989	98.9667	60533	2.0356	29806	49.2393	9762	16.1267	34428	56.8748	15284	25.249	407104	73.2469	503408	60.1862	0.9404	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12064	Control	NA	NA	Ngandu	304540.754493379	Between	Control	NA	Different_loc	Bact_thetaiotaomicron	Bact	3.403	64.564	99.1265	0.874	0.353	2.1405	1.9005	0
EST1212206201S1K	stools_12064501	na	NZ_CP072236.1	4905795	3159236	64.398	3144974	99.5486	3104732	98.7204	14262	0.4514	3118827	98.7209	72900	2.3075	32491	44.5693	18700	25.6516	30161	41.3731	23501	32.2373	866523	76.5255	726753	86.2952	0.8913	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12064	Control	NA	NA	Ngandu	304540.754493379	Between	Control	NA	Different_loc	Bact_uniformis	Bact	7.6235	70.823	98.721	1.279	0.252	4.006	3.468	0
EST1212206201S1K	stools_12065150	na	NZ_CP072236.1	4905795	3229645	65.8333	3219761	99.694	3174204	98.5851	9884	0.306	3183951	98.5852	65491	2.0278	19797	30.2286	10293	15.7167	40563	61.9368	14293	21.8244	866523	45.6458	451888	84.9498	0.8516	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12065	Control	NA	NA	Ngandu	304567.804951694	Between	Control	NA	Different_loc	Bact_uniformis	Bact	12.3665	74.383	98.9545	1.0445	0.18	4.5735	3.3395	0
EST1212206201S1K	stools_12069150	na	NZ_CP072236.1	4905795	3051868	62.2094	3041664	99.6656	3000619	98.6506	10204	0.3344	3010699	98.651	70454	2.3086	29285	41.5661	19595	27.8125	28217	40.0502	22257	31.5908	866523	77.2964	821660	80.5583	0.8662	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12069	Control	NA	NA	Ngandu	304618.998268959	Between	Control	NA	Different_loc	Bact_uniformis	Bact	24.862	70.613	98.6155	1.383	0.201	3.138	5.295	0
EST1212206201S1K	stools_12072101	na	NZ_CP072236.1	4905795	3108595	63.3658	3085987	99.2727	3052377	98.9109	22608	0.7273	3074824	98.9136	74067	2.3827	40296	54.4048	18554	25.0503	26406	35.6515	24971	33.7141	866523	70.1107	531328	95.6232	0.8903	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12072	Control	NA	NA	Ngandu	304594.945326686	Between	Control	NA	Different_loc	Bact_uniformis	Bact	7.288	71.1155	98.776	1.2245	0.39	3.4255	2.8975	0
EST1212206201S1K	stools_12075101	na	NZ_CP092641.1	6280921	3382426	53.8524	3359466	99.3212	3320248	98.8326	22960	0.6788	3342980	98.8338	78687	2.3263	39241	49.8697	17236	21.9045	31995	40.6611	27417	34.8431	407104	69.1329	480965	51.8713	0.929	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12075	Control	NA	NA	Ngandu	304693.386611114	Between	Control	NA	Different_loc	Bact_thetaiotaomicron	Bact	4.3985	68.542	98.8435	1.1575	0.349	2.6515	2.883	0
EST1212206201S1K	stools_12078101	na	NZ_CP072236.1	4905795	3101745	63.2261	3072701	99.0636	3041195	98.9746	29044	0.9364	3070047	98.9781	71796	2.3147	40098	55.8499	11746	16.3602	29024	40.4257	23554	32.8068	866523	62.3747	562156	90.8404	0.8795	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12078	Control	NA	NA	Ngandu	304546.577461516	Between	Control	NA	Different_loc	Bact_uniformis	Bact	6.8675	71.9835	98.9505	1.05	0.4875	3.7485	3.576	0
EST1212206201S1K	stools_12079150	na	NZ_CP072236.1	4905795	3085963	62.9044	3055793	99.0223	3023163	98.9322	30170	0.9777	3053117	98.9356	73613	2.3854	40767	55.3802	11573	15.7214	29323	39.834	25918	35.2085	866523	67.051	630761	90.0542	0.8744	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12079	Control	NA	NA	Ngandu	304578.244412113	Between	Control	NA	Different_loc	Bact_uniformis	Bact	6.4675	71.959	98.959	1.042	0.5085	2.178	2.1405	0
EST1212206201S1K	stools_12080501	na	NZ_CP072236.1	4905795	3307367	67.4176	3295272	99.6343	3249132	98.5998	12095	0.3657	3261074	98.6003	67539	2.0421	21246	31.4574	9893	14.6478	42427	62.8185	14582	21.5905	866523	38.4831	296417	87.0466	0.8561	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12080	Control	NA	NA	Ngandu	304761.842695065	Between	Control	NA	Different_loc	Bact_uniformis	Bact	15.7835	77.5755	99.005	0.9945	0.218	2.961	2.539	0
EST1212206201S1K	stools_12082101	na	NZ_CP092641.1	6280921	3471490	55.2704	3450373	99.3917	3386561	98.1506	21117	0.6083	3407355	98.1525	100915	2.907	36780	36.4465	16500	16.3504	35703	35.3793	46951	46.5253	407104	68.7704	816597	40.5459	0.8823	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12082	Control	NA	NA	Ngandu	304626.202944985	Between	Control	NA	Different_loc	Bact_thetaiotaomicron	Bact	19.882	69.7635	98.553	1.447	0.314	1.5385	2.9735	0
EST1212206201S1K	stools_12089101	na	NZ_CP072236.1	4905795	3223048	65.6988	3210582	99.6132	3167895	98.6704	12466	0.3868	3180190	98.6703	71824	2.2284	28966	40.3291	16960	23.6133	34127	47.5148	20425	28.4376	866523	78.5979	785291	89.4359	0.9031	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12089	Control	NA	NA	Ngandu	304571.539433795	Between	Control	NA	Different_loc	Bact_uniformis	Bact	17.6685	72.6115	98.7715	1.2275	0.226	2.524	2.8435	0
EST1212206201S1K	stools_12090101	na	NZ_CP092641.1	6280921	3244559	51.6574	3225066	99.3992	3186461	98.803	19493	0.6008	3205758	98.8041	73886	2.2772	35085	47.4853	16341	22.1165	31281	42.3368	24830	33.6058	407104	77.4999	908160	50.2374	0.8749	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12090	Control	NA	NA	Ngandu	305099.178669023	Between	Control	NA	Different_loc	Bact_thetaiotaomicron	Bact	4.316	66.907	98.8505	1.1495	0.31	1.848	2.1155	0
EST1212206201S1K	stools_12090101	na	NZ_CP072236.1	4905795	3067882	62.5359	3058027	99.6788	3018101	98.6944	9855	0.3212	3027841	98.6948	62720	2.0444	22679	36.1591	13417	21.3919	33667	53.6783	15342	24.4611	866523	64.4735	660478	85.5011	0.8759	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12090	Control	NA	NA	Ngandu	305099.178669023	Between	Control	NA	Different_loc	Bact_uniformis	Bact	6.8815	71.9595	98.8855	1.1145	0.1805	3.22	3.117	0
EST1212206201S1K	stools_12096101	na	NZ_CP072236.1	4905795	2024880	41.2753	2009144	99.2229	1985112	98.8039	15736	0.7771	2000734	98.8075	46024	2.2729	21878	47.5361	6649	14.4468	22045	47.8989	13884	30.1669	866523	55.6681	482292	100	0.8887	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12096	Control	NA	NA	Ngandu	305125.472529595	Between	Control	NA	Different_loc	Bact_uniformis	Bact	7.8235	60.2405	98.986	1.014	0.4055	18.7395	4.5215	0
EST1212206201S1K	stools_12099150	na	NZ_CP072236.1	4905795	3134021	63.8841	3093717	98.714	3063910	99.0365	40304	1.286	3103980	99.0415	79313	2.5307	49272	62.1235	9823	12.3851	28531	35.9727	30288	38.1879	866523	43.1987	435557	88.4647	0.8684	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12099	Control	NA	NA	Ngandu	304666.201661574	Between	Control	NA	Different_loc	Bact_uniformis	Bact	14.522	73.38	99.028	0.9735	0.6535	4.018	5.6125	0
EST1212206201S1K	stools_12100501	na	NZ_CP072236.1	4905795	1740962	35.4879	1727299	99.2152	1706181	98.7774	13663	0.7848	1719693	98.7783	40037	2.2997	18768	46.8766	5461	13.6399	18963	47.3637	12855	32.1078	866523	50.1126	501154	87.5318	0.8658	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12100	Control	NA	NA	Ngandu	305093.527324383	Between	Control	NA	Different_loc	Bact_uniformis	Bact	12.055	57.3995	98.9785	1.0215	0.423	25.8495	5.4655	0
EST1212206201S1K	stools_12101102	na	NZ_CP092641.1	6280921	3141033	50.0091	3122884	99.4222	3091397	98.9917	18149	0.5778	3109388	98.9925	52663	1.6766	21018	39.9104	3446	6.5435	43416	82.4412	4947	9.3937	407104	55.8663	352794	64.2389	0.9394	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12101	Control	NA	NA	Ngandu	305087.943000452	Between	Control	NA	Different_loc	Bact_thetaiotaomicron	Bact	3.5855	67.6555	99.364	0.6365	0.295	1.4985	1.938	0
EST1212206201S1K	stools_12111102	na	NZ_CP072236.1	4905795	2648105	53.9791	2630221	99.3246	2599228	98.8217	17884	0.6754	2616953	98.8236	58683	2.216	27531	46.9148	10292	17.5383	27534	46.9199	17015	28.9948	866523	52.6232	441272	96.2173	0.8763	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12111	Control	NA	NA	Ngandu	304426.840027467	Between	Control	NA	Different_loc	Bact_uniformis	Bact	5.3725	66.871	98.927	1.073	0.3495	3.1375	3.436	0
EST1212206201S1K	stools_12111150	na	NZ_CP072236.1	4905795	2075193	42.3009	2063886	99.4551	2036226	98.6598	11307	0.5449	2047401	98.6608	47378	2.2831	19586	41.3399	8917	18.821	22542	47.579	14506	30.6176	866523	59.1208	563989	89.9159	0.8761	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12111	Control	NA	NA	Ngandu	304426.840027467	Between	Control	NA	Different_loc	Bact_uniformis	Bact	4.4845	59.879	98.8585	1.141	0.277	2.167	2.6735	0
EST1212206201S1K	stools_12114101	na	NZ_CP072236.1	4905795	3309794	67.467	3272500	98.8732	3241577	99.0551	37294	1.1268	3278588	99.0572	75792	2.2899	44586	58.8268	8099	10.6858	32803	43.2803	23660	31.217	866523	53.6605	456051	100	0.885	WASHB	rural	2122062	Control	NA	NA	26	Nairobi	urban	12114	Control	NA	NA	Ngandu	304490.014055647	Between	Control	NA	Different_loc	Bact_uniformis	Bact	24.3365	75.758	99.083	0.916	0.5735	3.3945	3.415	0
EST1212703101S1K	stools_11002101	na	NZ_CP040630.1	5522430	4137795	74.9271	4098577	99.0522	4081028	99.5718	39218	0.9478	4120123	99.5729	62893	1.52	45221	71.9015	6985	11.1062	11995	19.0721	37885	60.2372	411616	20.2031	101897	71.5124	0.9322	WASHB	rural	2127031	Control	NA	NA	26	Nairobi	urban	11002	Water	NA	NA	Gatwekera	308980.11071916	Between		NA	Different_loc	Bact_sp.	Bact	15.6835	83.9415	99.535	0.4655	0.508	1.741	2.878	0
EST1212703101S1K	stools_11002150	na	NZ_CP081920.1	5022820	1832011	36.4738	1824462	99.5879	1818204	99.657	7549	0.4121	1825696	99.6553	16102	0.8789	9787	60.7813	2380	14.7808	6955	43.1934	6567	40.7838	321762	75.6373	511183	65.5016	0.9262	WASHB	rural	2127031	Control	NA	NA	26	Nairobi	urban	11002	Water	NA	NA	Gatwekera	308980.11071916	Between		NA	Different_loc	Bact_caccae	Bact	5.822	62.001	99.6635	0.336	0.206	1.913	3.5765	0
EST1212703101S1K	stools_11004101	na	NZ_CP072255.1	4874733	960487	19.7034	958223	99.7643	948122	98.9459	2264	0.2357	950357	98.9453	16395	1.7069	6265	38.2129	4135	25.2211	6631	40.4453	5197	31.6987	649479	82.002	815908	68.2965	0.8842	WASHB	rural	2127031	Control	NA	NA	26	Nairobi	urban	11004	Water	NA	NA	Gatwekera	309325.900066446	Between		NA	Different_loc	Bact_uniformis	Bact	1.5775	39.773	98.98	1.0195	0.1165	1.8	1.448	0
EST1212703101S1K	stools_11007150	na	NZ_CP040630.1	5522430	3160147	57.2238	3154538	99.8225	3132154	99.2904	5609	0.1775	3137703	99.2898	34770	1.1003	12326	35.4501	6918	19.8965	10318	29.675	17157	49.3443	411616	32.2881	388673	32.2958	0.8958	WASHB	rural	2127031	Control	NA	NA	26	Nairobi	urban	11007	Water	NA	NA	Gatwekera	309283.407606126	Between		NA	Different_loc	Bact_sp.	Bact	10.775	73.7895	99.4035	0.5965	0.1535	3.198	4.434	0
EST1212703101S1K	stools_11008150	na	NZ_CP081920.1	5022820	828265	16.49	824975	99.6028	820144	99.4144	3290	0.3972	823411	99.414	9142	1.1038	4288	46.9044	1149	12.5684	3347	36.6112	4374	47.8451	321762	44.1898	207598	77.2363	0.9461	WASHB	rural	2127031	Control	NA	NA	26	Nairobi	urban	11008	Water	NA	NA	Gatwekera	309309.387680981	Between		NA	Different_loc	Bact_caccae	Bact	1.502	38.2225	99.5235	0.476	0.185	2.0565	2.098	0
EST1212703101S1K	stools_11011501	na	NZ_CP072255.1	4874733	823072	16.8845	820176	99.6481	812193	99.0267	2896	0.3519	815061	99.0267	14055	1.7076	6044	43.0025	3302	23.4934	5627	40.0356	4532	32.2448	649479	70.1156	597632	71.2244	0.8921	WASHB	rural	2127031	Control	NA	NA	26	Nairobi	urban	11011	Water	NA	NA	Gatwekera	309232.736743789	Between		NA	Different_loc	Bact_uniformis	Bact	1.428	36.8335	99.037	0.963	0.1605	2.05	1.668	0
EST1212703101S1K	stools_11014150	na	NZ_CP040630.1	5522430	2934264	53.1336	2928660	99.809	2900023	99.0222	5604	0.191	2905565	99.0219	40667	1.3859	11968	29.4293	6702	16.4802	9822	24.1523	23746	58.3913	411616	53.306	607529	34.256	0.8811	WASHB	rural	2127031	Control	NA	NA	26	Nairobi	urban	11014	Water	NA	NA	Gatwekera	309253.348440332	Between		NA	Different_loc	Bact_sp.	Bact	10.508	69.847	99.24	0.7595	0.1545	3.2995	3.5895	0
